СОРТ ПИВА,ПИВОВАРНЯ,РЕЙТИНГ,ИЗМЕНЕНИЕ,ЧЕКИНОВ
Žatecky Gus Ležák,Baltika Breweries (Балтика),2.5,↓ --1007,1
Освежитель организма 1,The Ded & Paddle (Дед с веслом),2.5,–,2
Сивый Мерин,Abbatskoe (Аббатское),2.5,–,1
Крымский Квас,ПБК Крым (Krym),2.5,↓ --2847,3
Lager,Gorilla Brewery,2.5,↓ --4116,2
Danielsen & Krohn Unfiltered,Pivkombinat Balakovsky (Пивкомбинат Балаковский),2.5,↑ +207,7
Чешский козел светлое,B.B. Craft Brewery,2.5,–,1
Yantarnaya Kaplya (Янтарная Капля),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.5,–,1
Zhigulevskoe (Жигулевское),Heineken Brewery (Объединенные Пивоварни Хейнекен),2.5,–,1
Zhigulevskoe Pshenichnoe (Жигулевское Пшеничное),Zhigulevskoe Pivo (Жигулевское Пиво),2.5,–,2
Zhivoe Bochkovoe (Живое Бочковое),Bryanskpivo (Брянскпиво),2.5,–,2
Back To the Roots,Stamm Brewing,2.5,–,1
Cheshskoe (Чешское),Demidov Brewery (Демидовские пивоварни),2.5,↑ +571,4
Don Zhivoe (Дон Живое),Baltika Breweries (Балтика),2.49,↑ +24,41
Тишь Да Гладь / Tish Da Glad,Brewlok Brewery,2.49,↓ --134,28
English Porter,Demidov Brewery (Демидовские пивоварни),2.49,↑ +88,24
Mango Mayhem,Beer Bros Brewery,2.49,↓ --2862,24
Carlsberg Wild Unfiltered Pilsner,Baltika Breweries (Балтика),2.48,↑ +33,43
Andreich Svetloe (Андреич Светлое),Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.48,↑ +495,11
Weizen,Brewmen,2.48,↓ --2763,20
Рожь во спасение,Gorkovskaya Brewery (Горьковская пивоварня),2.47,↓ --372,49
Время приключений,Krop-Pivo (Кроп-Пиво),2.47,↓ --21,19
ESSA Orange & Cherry,AB InBev Efes,2.47,↓ --151,38
Brander Bier Dark,Baltika Breweries (Балтика),2.47,↓ --366,9
Tihoretskoe (Тихорецкое),Tihoretsky Pivovarenny Zavod (Тихорецкий Пивоваренный Завод),2.47,↓ --316,43
Тропический эль,Zavod Trehsosensky (Завод Трехсосенский),2.47,↑ +163,113
HIGH GRASS,GUSI,2.47,↓ --3520,15
Старая Казань Светлое (Staraya Kazan Svetloe),Белый Кремль (Bely Kreml),2.47,↓ --417,15
Hazelnut (Ореховый стаут),MainStream Brewery,2.46,↓ --787,7
Seven Brewers (Семь Пивоваров) Cheshskoe Bar Beer (Чешское Для Баров),Varnitsa (Варница),2.46,↑ +80,21
Трифон Juice,Vyatich (Вятич),2.46,↑ +83,13
Craft Tolstoy Weizen (Крафт Толстой Weizen),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.46,↓ --2309,6
Dunkel Berg,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.46,↓ --844,18
Bely Medved Krepkoe (Белый Медведь Крепкое),AB InBev Efes,2.46,↑ +129,23
Жигулевское,Varnitsa (Варница),2.45,↓ --158,11
Старый Мельник из Бочонка без Глютена (Stary Melnik iz Bochonka bez Glyutena),AB InBev Efes,2.45,↑ +538,11
Danielsen & Krohn Lager,Pivkombinat Balakovsky (Пивкомбинат Балаковский),2.45,↑ +3,5
FRUIT HUNTER,CHIBIS Brewery,2.45,↓ --379,5
Gold Berg Lager,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.45,↑ +555,10
BrewMoose Pils,Baltika Breweries (Балтика),2.45,↑ +124,109
Kraftovoe (Крафтовое),Afanasy (Афанасий),2.45,↓ --167,47
Nemetskoe Svetloe (Немецкое Светлое),Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.45,↑ +8,14
"Gösser Lemon Radler 0,0%",Heineken Brewery (Объединенные Пивоварни Хейнекен),2.44,↑ +64,13
Zhigulevskoe Firmennoe (Жигулевское Фирменное),Tomskoe Pivo (Томское Пиво),2.44,↓ --342,17
Брусничный гамбит,Gorkovskaya Brewery (Горьковская пивоварня),2.44,↓ --68,44
Hamovniki Stolovoe (Хамовники Столовое),Moscow Brewing Company (Московская Пивоваренная Компания),2.44,↓ --2470,4
Zhigulevskoe Firmennoe (Жигулевское Фирменное),Afanasy (Афанасий),2.44,↓ --1426,4
Южная Заря Чешское,Baltika Breweries (Балтика),2.44,↑ +578,8
Nevermont,Stamm Brewing,2.44,↓ --1183,4
Свежак,Tagilskoe Pivo (Тагильское Пиво),2.44,↑ +462,8
В ожидании корабля,Rainbow Fish Brewery,2.44,↓ --1077,4
Yachmenny Kolos (Ячменный Колос),Ochakovo (Очаково),2.44,↑ +528,16
Tinkoff Avtorskoe Bavarskoe Svetloe (Тинькофф Авторское Баварское Светлое),AB InBev Efes,2.44,↓ --481,20
Cheshskoe Zhivoe (Чешское Живое),Bulgarpivo (Булгарпиво),2.44,↑ +46,4
Makariy Zhivoe Nepasterizovannoe (Макарий Живое Непастеризованное),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.44,↓ --169,27
Nemetskoe (Немецкое),Krop-Pivo (Кроп-Пиво),2.43,↓ --569,11
Kelvish Apple-Raspberry Cider,Мастер-Продукт-Алтай (Master-Product-Altay),2.43,↓ --622,7
Cheshskoe (Чешское),Krop-Pivo (Кроп-Пиво),2.43,↑ +145,14
Dub i Obruch Vyderzhannoe (Дуб и Обруч Выдержанное),Zavod Trehsosensky (Завод Трехсосенский),2.43,↓ --158,21
Craft Tolstoy IPA (Крафт Толстой IPA),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.42,↑ +214,10
Zhigulevskoe (Жигулевское),Bryanskpivo (Брянскпиво),2.42,↓ --686,10
Bochonok Dlya Druzey (Бочонок Для Друзей),Zavod Trehsosensky (Завод Трехсосенский),2.42,↑ +559,10
Zhigulevskoe Originalnoe (Жигулевское Оригинальное),AB InBev Efes,2.42,↑ +487,10
Белое Чешское (Czech White),Demidov Brewery (Демидовские пивоварни),2.42,↓ --480,13
CHARISMA Cherry,Brewmen,2.42,↓ --3110,26
Bely Medved Svetloe (Белый Медведь Светлое),AB InBev Efes,2.42,↑ +108,45
Venskoe Export (Венское ЭкспортЪ),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.42,↓ --87,22
Чепчик,BEERMANBRU,2.42,–,3
Blanche Framboise,Great River,2.42,↓ --326,3
Svezhy Rozliv (Свежий Розлив),Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.42,↑ +697,3
Тихорецкое Premium,Tihoretsky Pivovarenny Zavod (Тихорецкий Пивоваренный Завод),2.42,↓ --922,3
Stary Melnik Bezalkogolnoe (Старый Мельник Безалкогольное),AB InBev Efes,2.42,↑ +530,6
Digital Nomad,Rewort Brewery,2.42,↓ --2001,6
APA,Rainbow Fish Brewery,2.42,↓ --1430,3
Stepan Razin Donskoy Haracter (Степан Разин Донской Характер),Heineken Brewery (Объединенные Пивоварни Хейнекен),2.42,↑ +633,3
Варница Белое,Varnitsa (Варница),2.42,↓ --445,6
Zhivoe (Живое),Buket Chuvashii (Букет Чувашии),2.42,↑ +722,6
Sven Temnoe (Свень Темное),Bryanskpivo (Брянскпиво),2.42,↓ --113,3
Maykopskoe Chestnoe (Майкопское Честное),Pivovarenny Zavod Maykopsky (Пивоваренный Завод Майкопский),2.41,↓ --20,55
Советское,Varnitsa (Варница),2.41,↓ --198,8
Weissbier,Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),2.41,↑ +515,8
Seth & Rileys Garage Hard Lingonberry Drink,Baltika Breweries (Балтика),2.41,↓ --124,24
Meduza Orange,Ochakovo (Очаково),2.4,↑ +540,5
Афанасий Бархатное,Afanasy (Афанасий),2.4,↑ +104,10
Gargantua Grapefruit,Кафедра Сидра,2.4,↓ --1351,5
Т9 Крепкое,AB InBev Efes,2.4,↑ +5,5
Чеширский Кот,ТАРКОС (TARKOS),2.4,↓ --242,10
Кропоткинъ Светлое,Krop-Pivo (Кроп-Пиво),2.4,↓ --179,5
Балтика 7 Мягкое,Baltika Breweries (Балтика),2.4,↑ +130,69
Старая Казань Темное (Staraya Kazan Temnoe),Белый Кремль (Bely Kreml),2.4,↓ --581,12
Gargantua Watermelon,Кафедра Сидра,2.39,↓ --1429,7
Tyumenskoe Razlivnoe (Тюменское Разливное),Ochakovo (Очаково),2.39,↓ --152,7
Horizon,Bakunin Brewing Co.,2.39,↓ --127,7
Okhota Krepkoe (Охота Крепкое),Heineken Brewery (Объединенные Пивоварни Хейнекен),2.39,↑ +463,24
Weiss Berg Лимон-Лайм,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.38,↓ --16,13
ВкусВилл «Бельгийское Безалкогольное»,Varnitsa (Варница),2.38,↑ +91,15
Мазай (Mazay),Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.38,↓ --149,47
Жигулевское Фирменное,Белый Кремль (Bely Kreml),2.38,↑ +448,34
Hmeleff Krepkoe (Хмелёфф Крепкое),Hmeleff (Хмелефф),2.38,↓ --624,2
Strakovice,Varnitsa (Варница),2.38,↓ --1960,2
Империал Канцлеръ,ПЗ Канцлеръ,2.38,↓ --745,4
Деревенский Козел светлое ,Пивоварня Кожевниково (Kozhevnikovo Brewery),2.38,↑ +137,2
Weizenator,ColdRiver,2.38,–,2
Weizen,ТАРКОС (TARKOS),2.38,↓ --1935,2
Encyclopædia. Vol. III. Wood Series by Cellar Master. BA Chivas Regal 1 Y.,DaLi Brewery,2.38,–,2
Венское (Venskoe),Pivkombinat Balakovsky (Пивкомбинат Балаковский),2.38,↑ +174,2
Жигулевское Особое,Baltika Breweries (Балтика),2.38,↑ +643,2
Beerhoven,ПЗ Канцлеръ,2.38,↑ +229,2
Жигулевское Нефильтрованное,Tagilskoe Pivo (Тагильское Пиво),2.38,–,2
Русский узор,Zavod Trehsosensky (Завод Трехсосенский),2.38,↓ --2530,2
Rate My Batch #2,Bottle Share,2.38,↓ --725,4
ČZ Černé,Белый Кремль (Bely Kreml),2.38,–,4
Варница Люкс (Varnitsa Luks),Varnitsa (Варница),2.38,–,4
Zhigulevskoe (Жигулёвское),Lakinsky Pivzavod (Лакинский Пивзавод),2.38,↑ +313,2
Baltika Grain 0,Baltika Breweries (Балтика),2.38,↑ +315,2
Lakinskoe Pshenichnoe (Лакинское Пшеничное),Lakinsky Pivzavod (Лакинский Пивзавод),2.38,↑ +600,2
Feilong,Heineken Brewery (Объединенные Пивоварни Хейнекен),2.38,↑ +40,2
Vernaya Tsena (Верная Цена),Afanasy (Афанасий),2.38,↑ +703,2
Данила,Danilovskaya Pivovarnya (Даниловская Пивоварня),2.38,–,2
Zhigulevskoe (Жигулевское),Vyatich (Вятич),2.38,↓ --455,12
Бархатное Темное,ПЗ Канцлеръ,2.38,↑ +374,2
Motor Strong (Мотор Крепкое),Moscow Brewing Company (Московская Пивоваренная Компания),2.37,↓ --19,47
Bud Alcohol Free (Безалкогольное),AB InBev Efes,2.37,↑ +542,37
Dr. Diesel Wild Mix Манго-Красный Апельсин,Heineken Brewery (Объединенные Пивоварни Хейнекен),2.37,↓ --145,31
Trifon APA (Трифон APA),Vyatich (Вятич),2.37,↓ --477,54
Don Svetloe (Дон Светлое),Baltika Breweries (Балтика),2.37,↓ --25,38
Ставропольское,Stavropolsky Pivovarenny Zavod (Ставропольский Пивоваренный Завод),2.37,↓ --247,17
Posh Premium Lemon-Lime,Cider House (ТД Фонте),2.37,↓ --878,13
Irish Ale Shamrock (Ирландский Эль Shamrock),Tomskoe Pivo (Томское Пиво),2.36,↓ --553,29
Krymcraft Cherry Hops,ПБК Крым (Krym),2.36,↑ +56,9
Žatecký Gus Rubinovy,Baltika Breweries (Балтика),2.36,↑ +86,54
Trekhgornoe Manufakturny Ale (Трехгорное Мануфактурный Эль),Moscow Brewing Company (Московская Пивоваренная Компания),2.36,↓ --2457,7
Балтика Авторское Решение,Baltika Breweries (Балтика),2.36,↓ --67,98
Дон Свежий Розлив,Baltika Breweries (Балтика),2.35,↓ --1666,12
Seven Brewers (Семь Пивоваров) Irish Ale (Ирландский Эль),Varnitsa (Варница),2.35,↓ --464,15
Липецкое (Lipetskoe),Lipetskpivo (Липецкпиво),2.35,↓ --1894,5
Cervena Selka Svetle,Moscow Brewing Company (Московская Пивоваренная Компания),2.35,↓ --521,5
Клевое,Bryanskpivo (Брянскпиво),2.35,–,5
Русский Узор Летний (Russian Ornament. Summer edition.),Zavod Trehsosensky (Завод Трехсосенский),2.35,↑ +461,5
Белый Кремль Классическое (Bely Kreml Klassicheskoe),Белый Кремль (Bely Kreml),2.35,↓ --23,35
Медь и Солод,Zavod Trehsosensky (Завод Трехсосенский),2.35,↑ +270,21
Дуатлон ,Hophead Brewery,2.34,↑ +88,35
Baltika Cooler / Балтика Кулер,Baltika Breweries (Балтика),2.34,↑ +410,50
Brander Bier Olaf,Baltika Breweries (Балтика),2.33,↑ +678,3
Крым Крепкое (Krym Krepkoe),ПБК Крым (Krym),2.33,↑ +51,9
Искусство варить. Немецкое нефильтрованное,Zavod Trehsosensky (Завод Трехсосенский),2.33,↑ +408,9
Пиво светлое (Ашан),Zavod Trehsosensky (Завод Трехсосенский),2.33,↑ +38,9
Bavarian Wolf,Danilovskaya Pivovarnya (Даниловская Пивоварня),2.33,↑ +544,3
Kiss the Dust! DDH Simcoe+Amarillo,AF Brew,2.33,↓ --4126,3
Немецкое Для Баров,Varnitsa (Варница),2.33,↓ --393,3
Моспиво Славянское (Mospivo Slavyanskoye),Moscow Brewing Company (Московская Пивоваренная Компания),2.33,↑ +698,3
Рамонский Туман,Brewlok Brewery,2.33,↓ --4509,3
Maykopskoe Dobroe (Майкопское Доброе),Pivovarenny Zavod Maykopsky (Пивоваренный Завод Майкопский),2.33,↑ +459,3
Приятель Нефильтрованное (Priyatel Nefiltrovannoe),Lipetskpivo (Липецкпиво),2.33,↓ --984,3
APA (American Pale Ale),Ермолаевъ,2.33,↑ +251,3
Chelyabinskoe Cheshskoe (Челябинское Чешское),Baltika Breweries (Балтика),2.33,↓ --62,3
Хеллес,Ravencraft,2.33,↓ --323,3
Jagoda Клубничный Милкшейк,Wolf's Brewery (Волковская Пивоварня),2.33,↓ --764,3
Pilsner HFB,Hops Farm Brewery,2.33,–,3
Black Polly,ПЗ Канцлеръ,2.33,↓ --1194,3
Бавария светлое безалкогольное,Pivovarenny Dom Bavaria (Пивоваренный Дом Бавария),2.33,–,3
Cheshskoe (Чешское),Vyatich (Вятич),2.33,↓ --306,6
Zolotaya Bochka Svetloe (Золотая Бочка Светлое),AB InBev Efes,2.33,↓ --199,25
Совпиво (Советское),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.33,↑ +37,13
"Крым 0,0%(Krym 0,0%)",ПБК Крым (Krym),2.33,↓ --229,10
Shumerskoe (Шумерское),Krop-Pivo (Кроп-Пиво),2.33,↓ --281,20
Kubansky Pivovar Zolotoe (Кубанский Пивоваръ Золотое),Krop-Pivo (Кроп-Пиво),2.32,↑ +44,7
Zolotaya Bochka Klassicheskoe (Золотая Бочка Классическое),AB InBev Efes,2.32,↑ +429,35
Крым Светлое (Krym Svetloe),ПБК Крым (Krym),2.32,↓ --7,74
Рязанское Традиционное бочковое,Hmeleff (Хмелефф),2.32,↓ --256,15
Венское Барное,Gambrinus (Гамбринус),2.31,↓ --273,4
Ochakovo Original (Очаково Оригинальное),Ochakovo (Очаково),2.31,↓ --26,12
Грейпфрутовый Двойной Пэйл-Эль,Ravencraft,2.31,–,4
Slavny Pivovar,Белый Кремль (Bely Kreml),2.31,↑ +36,37
PIT Svetloe (ПИТ Светлое),Heineken Brewery (Объединенные Пивоварни Хейнекен),2.31,↑ +397,9
Yachmennoe Pole (Ячменное Поле),Zavod Trehsosensky (Завод Трехсосенский),2.31,↑ +372,9
Краснодар Фирменное,Ochakovo (Очаково),2.3,↑ +418,24
Армата,Форштадтская Пивоварня,2.3,–,5
Вобла Фирменная,Barnaulsky Pivovarenny Zavod (Барнаульский Пивоваренный Завод),2.3,↑ +482,15
Zapovednoe (Заповедное),Baltika Breweries (Балтика),2.3,↓ --623,5
Жатецкий хмель,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.3,↑ +361,5
Zhigulevskoe (Жигулевское),Baltika Breweries (Балтика),2.3,↑ +8,71
Naicy Черника со Сливками,Лось и Кедр (Moose & Cedar),2.29,↓ --883,6
Знатное,Ochakovo (Очаково),2.29,↑ +175,6
Dub i Obruch Bochkovoe (Дуб и Обруч Бочковое),Zavod Trehsosensky (Завод Трехсосенский),2.29,↓ --118,32
Vyatich Yachmennoe (Вятич Ячменное),Vyatich (Вятич),2.29,↓ --1705,7
Алтай Хан,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.29,↑ +33,7
Peterhof Zhivoe (Петергоф Живое),Baltika Breweries (Балтика),2.29,↑ +380,21
Хмельные Раки,Белый Кремль (Bely Kreml),2.29,↓ --5,21
Yarpivo Amber (Ярпиво Янтарное),Baltika Breweries (Балтика),2.28,↑ +4,22
Irish Ale (Ирландский Эль),Bulgarpivo (Булгарпиво),2.28,↑ +449,8
Novaya Bavariya (Новая Баварiя),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.28,↑ +10,25
All Together,Knightberg,2.28,↓ --549,17
Майкопское Светлое,Pivovarenny Zavod Maykopsky (Пивоваренный Завод Майкопский),2.28,↑ +207,9
Керн (Kern),Ochakovo (Очаково),2.27,↑ +419,11
Пшеничка,Zavod Trehsosensky (Завод Трехсосенский),2.26,↑ +353,145
Nevskoe Svetloe (Невское Светлое),Baltika Breweries (Балтика),2.26,↑ +381,23
Мотор Плюс Вишня,Moscow Brewing Company (Московская Пивоваренная Компания),2.25,↑ +17,53
ČZ Světlé,Белый Кремль (Bely Kreml),2.25,↑ +348,26
Dark Horse,Mookhomor Production,2.25,↓ --3955,2
Samco-0 (Самко-0),Samko Brewery (Пивоваренный Завод Самко),2.25,↑ +31,1
Königsberg,Heineken Brewery (Объединенные Пивоварни Хейнекен),2.25,↑ +32,1
Raw Nekter,Lux In Tenebris,2.25,↓ --4182,3
Trehsosenskoe Pshenichnoe (Трехсосенское Пшеничное),Zavod Trehsosensky (Завод Трехсосенский),2.25,↓ --307,12
Trehsosenskoe Barhatnoe (Трехсосенское Бархатное),Zavod Trehsosensky (Завод Трехсосенский),2.25,↑ +346,15
IPA BLACK,Vasileostrovskaya Brewery (Василеостровская Пивоварня),2.25,–,2
Елаха Хмельная,Бородино / ПК Возрождение,2.25,↑ +116,1
Литрушка,Varnitsa (Варница),2.25,↓ --208,1
Makariy Marochnoe (Макарий Марочное),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.25,↑ +346,9
Баварское Пшеничное,ID Brewery,2.25,↓ --1781,2
Хлебный,Pivovarenny Dom Bavaria (Пивоваренный Дом Бавария),2.25,–,2
Немецкое Светлое,Barnaulsky Pivovarenny Zavod (Барнаульский Пивоваренный Завод),2.25,↓ --704,1
Жигулевское (ВкусВилл),Vyatich (Вятич),2.25,↓ --1700,1
Pacific,Velka Morava,2.25,–,2
Boilermaker by Tuborg,Baltika Breweries (Балтика),2.25,↑ +155,1
Яблочный Сидровар,Baltika Breweries (Балтика),2.25,↓ --679,3
Советский ГОСТ,Danilovskaya Pivovarnya (Даниловская Пивоварня),2.25,↑ +433,4
Роггенбир,Ravencraft,2.25,↓ --1460,3
Цветаева,Brewlok Brewery,2.25,↓ --3435,7
Народное достояние,Barnaulsky Pivovarenny Zavod (Барнаульский Пивоваренный Завод),2.25,↑ +223,5
Zhiguli Restaurant Nefiltrovannoe,Moscow Brewing Company (Московская Пивоваренная Компания),2.25,–,1
Егерь,Danilovskaya Pivovarnya (Даниловская Пивоварня),2.25,↑ +535,1
F*ck the Dust! DDH Mosaic,AF Brew,2.25,↓ --3877,4
Riders on the Bones,Токсовская Сидрерия (On The Bones),2.25,↓ --3805,5
Пшеничный бунт,Пивоварня Кожевниково (Kozhevnikovo Brewery),2.25,↓ --1410,2
Вайс Канцлеръ,ПЗ Канцлеръ,2.25,↓ --562,4
Южная Заря Баварское,Baltika Breweries (Балтика),2.25,↑ +256,2
Kelvish Japan-Plum Cider,Мастер-Продукт-Алтай (Master-Product-Altay),2.25,↓ --1345,2
HASELHOFF IPA (ХАЗЕЛХОФ ИПА),Vyatich (Вятич),2.25,↓ --96,2
Немецкое,B.B. Craft Brewery,2.25,–,1
Zhigulevskoe (Жигулевское),Vladimirskaya Pivovarnya (Владимирская Пивоварня),2.25,–,1
Bodroe (Бодрое),Gambrinus (Гамбринус),2.25,↑ +275,2
 ВАСИЛЕОСТРОВСКОЕ cветлый фильтрованный лагер / VASILEOSTROVSKOE ligth filtered lager,Vasileostrovskaya Brewery (Василеостровская Пивоварня),2.25,↓ --1251,13
Appelish Pear Cider,Cider House (ТД Фонте),2.25,↓ --2883,5
The Seven Year Itch,AF Brew,2.25,↓ --4349,6
HAZY HILL citra galaxy mosaic,GUSI,2.25,↓ --4104,2
Советский ГОСТ,Lakinsky Pivzavod (Лакинский Пивзавод),2.25,↓ --1190,2
Tverskoe Krepkoe (Тверское Крепкое),Afanasy (Афанасий),2.25,↓ --96,1
Чешское Органическое,Tagilskoe Pivo (Тагильское Пиво),2.25,–,1
Hoppy Skull APA,Deka (Дека),2.25,–,3
Лещ,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.24,↓ --173,39
Невское Пилснер,Baltika Breweries (Балтика),2.24,↓ --940,17
Harrowing Skerry,Lux In Tenebris,2.23,↓ --1122,14
Чепецкое,Glazovskiy Pivovarennyi Zavod (Глазовский Пивоваренный Завод),2.23,↓ --593,11
Vyatich Bochkovoe (Вятич Бочковое),Vyatich (Вятич),2.22,↓ --872,10
Nevskoe Klassicheskoe (Невское Классическое),Baltika Breweries (Балтика),2.22,↓ --41,16
Rizhskoe Originalnoe (Рижское Оригинальное),Zavod Trehsosensky (Завод Трехсосенский),2.22,↑ +428,30
Cheshskoe Domashnee (Чешское Домашнее),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.22,↑ +167,15
Балтика 7 Мягкое безалкогольное,Baltika Breweries (Балтика),2.21,↑ +414,7
Ирландский Рецепт (Irlandsky Retsept),Lipetskpivo (Липецкпиво),2.21,↓ --277,6
Рязанское Мягкое,Hmeleff (Хмелефф),2.21,↓ --273,17
Халзан Нефильтрованное,Ochakovo (Очаково),2.21,↓ --38,39
Khalzan (Халзан),Ochakovo (Очаково),2.2,↑ +326,50
Leningradskoe (Ленинградское),Baltika Breweries (Балтика),2.2,↓ --103,26
Амурский Нрав,AB InBev Efes,2.2,↑ +154,5
Rizhskoe Firmennoe (Рижское Фирменное),Baltika Breweries (Балтика),2.19,↑ +99,13
Weizen,Ostrovica,2.19,↓ --643,4
Золотой кабан светлое,Белый Кремль (Bely Kreml),2.19,↑ +402,8
Приятель Суперкрепкое (Priyatel Superkrepkoe),Lipetskpivo (Липецкпиво),2.19,↓ --727,4
Князь Кропоткин Russian Stout,Krop-Pivo (Кроп-Пиво),2.19,↓ --304,8
Schlosskeller Pilsener,Белый Кремль (Bely Kreml),2.18,–,45
Кама (Kama),Белый Кремль (Bely Kreml),2.18,↓ --461,7
Жигулевское 1978,Heineken Brewery (Объединенные Пивоварни Хейнекен),2.17,↑ +149,10
City Brew Beer Hunter,Baltika Breweries (Балтика),2.17,↑ +281,13
Hyper Super Orange,Lakinsky Pivzavod (Лакинский Пивзавод),2.17,↑ +293,13
Oak Smoked Tomato Gose Light Chili Edition,Salden's Brewery,2.17,↓ --2815,3
Zhigulevskoe Sverdlovskoe (Жигулевское Свердловское),Baltika Breweries (Балтика),2.17,↑ +319,3
Kuyt,Shagov'S Brewing Co.,2.17,–,3
Stepan Razin Zenitovskoe (Степан Разин Зенитовское),Heineken Brewery (Объединенные Пивоварни Хейнекен),2.17,↓ --545,9
One Flew Over,Barbudos,2.17,↓ --1905,6
Австрийское,Zavod Trehsosensky (Завод Трехсосенский),2.17,↑ +481,3
Seven Brewers (Семь Пивоваров) Myunhenskoe (Мюнхенское),Varnitsa (Варница),2.17,↓ --1697,9
Ред Долли (Red Dolly),ПЗ Канцлеръ,2.17,↓ --737,3
Simbirskoe Zhivoe (Симбирское Живое),AB InBev Efes,2.17,↑ +176,3
Stolichnoe Prazhskoe (Столичное Пражское),Ochakovo (Очаково),2.17,↑ +532,6
Майкопское Бархатное,Pivovarenny Zavod Maykopsky (Пивоваренный Завод Майкопский),2.17,↓ --1369,3
Vyatich Nefiltrovannoe (Вятич Нефильтрованное),Vyatich (Вятич),2.17,↓ --139,3
Submarine (Cucumber & Melon),Panzer Brewery,2.17,↓ --4410,3
Zhigulevskoe (Жигулевское),Tihoretsky Pivovarenny Zavod (Тихорецкий Пивоваренный Завод),2.16,↓ --607,11
Altaysky Kolos (Алтайский Колос),Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.16,↑ +355,8
Очаково светлое нефильтрованное,Ochakovo (Очаково),2.15,↓ --81,13
Рижское,AB InBev Efes,2.15,↑ +390,10
Kaufmann,Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),2.15,↑ +366,5
Pyatnitskoe Nefiltrovannoe (Пятницкое Нефильтрованное),Bulgarpivo (Булгарпиво),2.15,↓ --198,146
СССР,Krop-Pivo (Кроп-Пиво),2.15,↑ +150,39
Klassicheskoe (Классическое),Krop-Pivo (Кроп-Пиво),2.14,↑ +92,9
Bergauer Classic,Demidov Brewery (Демидовские пивоварни),2.14,↓ --178,9
Maykopskoe Premium (Майкопское Premium),Pivovarenny Zavod Maykopsky (Пивоваренный Завод Майкопский),2.13,↓ --879,43
Trehsosenskoe Svetloe (Трехсосенское Светлое),Zavod Trehsosensky (Завод Трехсосенский),2.13,↓ --243,21
Self Defence,Velka Morava,2.12,–,2
Russkoe Klassicheskoe (Русское Классическое),Hmeleff (Хмелефф),2.12,↓ --75,16
Фруктовый эль,Пивоварня Империал,2.12,↓ --24,2
Hurricane,Green Street Brewery,2.12,↓ --4747,4
Oatmeal Stout,Caspary Bräu,2.12,↓ --3008,2
Bud Light Non-alcoholic,AB InBev Efes,2.12,↑ +44,2
Droppin Sticks,Red Button Brewery,2.12,↓ --3847,2
Rausch Bier,Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),2.12,↑ +87,4
Тру америка,Частная Пивоварня ПетровичЪ,2.12,–,2
Krušovice Černé Nealko Royal,Heineken Brewery (Объединенные Пивоварни Хейнекен),2.12,↓ --291,18
Елаха Клюквенная,Бородино / ПК Возрождение,2.12,↓ --2400,4
Malt Factoid,AF Brew,2.12,↓ --4099,2
Blonde Ale,Danilovskaya Pivovarnya (Даниловская Пивоварня),2.12,↑ +163,4
Filtered Pilsner,ID Brewery,2.12,↓ --1466,2
Bavaria Premium (Бавария Премиум),Pivovarenny Dom Bavaria (Пивоваренный Дом Бавария),2.12,↓ --750,4
Temnoe Nemetskoe (Темное Немецкое),Bulgarpivo (Булгарпиво),2.12,↑ +205,2
Золотая Бочка Выдержанное Экстра,AB InBev Efes,2.12,↑ +316,8
Варница Нефильтрованное,Varnitsa (Варница),2.12,↑ +291,8
Gintaras Бархатное,Пивоварня Кожевниково (Kozhevnikovo Brewery),2.12,↓ --1241,2
Zhigulevskoe Traditsionnoe Svetloe (Жигулевское Традиционное Светлое),Zavod Trehsosensky (Завод Трехсосенский),2.12,↑ +290,23
